CustomerID,Recency,Frequency,Monetary,Total_Quantity,Unique_Products,Avg_Order_Value
13193,61,1,117.88,50,22,117.88
13194,136,1,60.7,26,3,60.7
13196,11,4,1797.78,1224,97,449.445
13198,10,6,3401.2400000000002,2648,199,566.8733333333333
13199,4,38,9817.12,6176,48,258.34526315789475
13200,19,4,870.09,516,42,217.5225
13203,10,4,869.46,800,56,217.365
13207,15,2,250.26000000000002,130,7,125.13000000000001
13208,59,6,1223.9,804,124,203.98333333333335
13209,30,8,5891.61,4253,255,736.45125
13210,94,1,353.48,316,22,353.48
13211,10,3,1197.42,874,45,399.14000000000004
13212,20,3,788.08,310,128,262.6933333333333
13213,57,5,1520.58,1360,82,304.116
13216,268,1,333.74,297,5,333.74
13217,122,3,533.98,262,3,177.99333333333334
13218,127,1,62.63999999999999,88,5,62.63999999999999
13220,78,4,819.2900000000001,196,18,204.82250000000002
13221,240,2,847.41,244,62,423.705
13223,200,2,163.20000000000002,88,5,81.60000000000001
13224,60,2,2155.95,1518,101,1077.975
13225,3,7,6463.84,3416,23,923.4057142857143
13226,273,1,108.21000000000001,80,16,108.21000000000001
13227,202,1,257.7,99,9,257.7
13228,81,1,358.0,200,2,358.0
13229,226,1,160.95,63,10,160.95
13230,4,14,2806.97,1665,393,200.49785714285713
13232,13,7,1357.6,778,147,193.94285714285712
13233,74,2,605.12,1004,43,302.56
13235,212,1,1031.07,441,53,1031.07
13236,25,2,744.85,416,34,372.425
13238,17,4,700.73,298,20,175.1825
13239,262,1,329.56,327,21,329.56
13240,96,4,663.65,298,59,165.9125
13242,112,3,270.40000000000003,130,12,90.13333333333334
13243,203,1,600.07,233,56,600.07
13244,93,1,121.74000000000001,38,27,121.74000000000001
13245,51,1,430.5,125,16,430.5
13246,18,6,1987.3,1602,110,331.21666666666664
13247,18,4,501.12,328,18,125.28
13248,125,2,465.68,305,25,232.84
13249,92,3,711.41,546,21,237.13666666666666
13253,157,2,1030.4,1572,35,515.2
13255,9,2,399.51,177,13,199.755
13258,12,3,698.58,287,28,232.86
13259,62,1,292.32,132,77,292.32
13260,61,1,557.62,142,8,557.62
13261,269,2,944.1,210,8,472.05
13262,263,1,200.29,125,11,200.29
13263,1,35,7454.07,4780,450,212.97342857142857
13265,53,5,2107.66,1752,66,421.532
13266,11,12,3834.2599999999998,4428,82,319.52166666666665
13267,3,19,4521.49,1969,88,237.97315789473683
13268,18,11,3214.69,3658,257,292.24454545454546
13269,1,15,5346.2300000000005,3514,177,356.41533333333336
13270,366,1,590.0,200,1,590.0
13271,37,1,217.38,253,79,217.38
13272,31,2,276.56,96,15,138.28
13273,113,1,138.98,153,16,138.98
13276,64,2,590.9300000000001,161,30,295.46500000000003
13277,16,4,258.4,176,5,64.6
13278,41,1,542.73,537,46,542.73
13279,78,1,137.75,73,9,137.75
13280,122,3,814.86,522,67,271.62
13282,18,3,1132.14,307,29,377.38000000000005
13283,60,2,93.66,90,7,46.83
13284,331,1,201.19,91,13,201.19
13285,23,4,2709.12,2051,157,677.28
13291,156,1,361.11,233,41,361.11
13292,39,2,578.9399999999999,347,29,289.46999999999997
13294,190,2,873.74,453,48,436.87
13295,360,1,201.20000000000002,82,10,201.20000000000002
13296,137,1,87.4,78,5,87.4
13297,8,4,2089.85,963,52,522.4625
13298,1,1,360.0,96,2,360.0
13299,268,1,142.5,30,5,142.5
13300,169,1,371.89,203,20,371.89
13301,104,4,618.09,345,75,154.5225
13302,155,1,63.75,5,1,63.75
13304,351,1,300.42,238,21,300.42
13305,4,10,2000.86,1232,50,200.08599999999998
13307,120,1,15.0,4,1,15.0
13308,23,3,1385.51,843,49,461.83666666666664
13309,7,5,1456.79,1544,82,291.358
13310,28,3,1132.03,587,65,377.3433333333333
13311,4,2,598.57,305,25,299.285
13313,22,5,1555.32,851,47,311.06399999999996
13314,2,3,775.94,560,55,258.6466666666667
13316,37,4,5977.7300000000005,6948,66,1494.4325000000001
13317,66,6,2273.68,1035,100,378.94666666666666
13318,1,3,640.76,304,14,213.58666666666667
13319,5,26,10845.550000000001,4724,209,417.1365384615385
13320,78,4,1548.7,1096,77,387.175
13321,72,2,567.36,372,10,283.68
13322,17,1,199.48000000000002,117,25,199.48000000000002
13323,3,5,787.85,175,6,157.57
13324,36,10,7121.95,5205,25,712.1949999999999
13325,82,1,675.3,240,12,675.3
13327,39,8,3627.77,1600,74,453.47125
13328,316,1,1308.48,680,17,1308.48
13329,32,2,789.0,463,16,394.5
13330,93,3,1140.93,751,37,380.31
13332,14,1,350.9,179,21,350.9
13334,82,3,3536.82,1774,207,1178.94
13336,77,1,795.12,559,51,795.12
13338,158,1,487.02,256,19,487.02
13339,201,1,860.12,326,54,860.12
13340,45,7,10736.48,5770,128,1533.782857142857
13341,261,1,775.85,301,42,775.85
13343,178,1,353.43,135,19,353.43
13344,68,3,2543.72,971,115,847.9066666666666
13345,288,1,389.5,141,20,389.5
13347,70,1,341.36,205,8,341.36
13348,64,1,233.76,136,14,233.76
13349,11,1,247.32,225,16,247.32
13350,16,2,979.12,287,36,489.56
13351,66,1,373.94,117,16,373.94
13352,60,1,397.97999999999996,321,24,397.97999999999996
13354,71,1,743.53,604,51,743.53
13355,122,1,674.7,314,32,674.7
13356,80,1,768.24,325,42,768.24
13357,257,1,609.95,322,85,609.95
13358,269,1,439.03,285,29,439.03
13359,64,1,439.56,161,23,439.56
13362,9,4,3090.7400000000002,1382,128,772.6850000000001
13363,18,2,992.5,710,47,496.25
13364,71,1,134.95999999999998,71,10,134.95999999999998
13365,34,2,2225.37,1247,122,1112.685
13366,50,1,56.160000000000004,144,1,56.160000000000004
13368,257,2,623.4,327,29,311.7
13369,366,1,308.28000000000003,149,14,308.28000000000003
13370,372,1,754.87,343,39,754.87
13372,90,1,378.64,159,23,378.64
13373,61,3,3312.25,1651,135,1104.0833333333333
13375,89,1,778.65,442,37,778.65
13376,99,3,1019.76,493,45,339.92
13379,26,3,572.56,601,85,190.85333333333332
13381,32,6,3639.31,2029,77,606.5516666666666
13382,281,1,222.99,131,15,222.99
13384,31,7,4151.93,2422,123,593.1328571428572
13385,330,1,534.57,281,35,534.57
13388,131,2,677.1,282,35,338.55
13389,11,3,797.96,429,50,265.9866666666667
13390,75,1,544.08,224,13,544.08
13391,204,1,59.8,4,1,59.8
13394,2,8,2520.02,2392,124,315.0025
13395,185,1,307.72,336,21,307.72
13396,29,2,1360.99,600,42,680.495
13397,73,5,1544.13,430,28,308.826
13398,192,1,457.34,281,26,457.34
13402,127,2,621.23,479,32,310.615
13403,18,1,75.0,44,3,75.0
13404,1,2,252.49,111,11,126.245
13405,74,3,572.451,165,25,190.817
13408,2,62,28117.04,16232,234,453.5006451612903
13410,24,5,1003.06,518,15,200.612
13411,107,1,213.55,72,17,213.55
13414,134,3,1390.5,1574,23,463.5
13416,44,2,712.5,142,11,356.25
13417,5,2,640.83,162,26,320.415
13418,12,18,6127.43,3918,223,340.4127777777778
13419,64,1,221.06,275,16,221.06
13420,150,2,159.85,101,8,79.925
13421,40,2,1851.08,1181,88,925.54
13422,64,1,2626.3,1326,127,2626.3
13425,108,3,1624.21,1123,66,541.4033333333333
13426,1,10,3641.32,2245,103,364.132
13427,19,3,582.6,545,25,194.20000000000002
13428,10,1,218.47,156,70,218.47
13429,11,4,1006.8,1390,55,251.7
13430,19,2,679.45,751,48,339.725
13431,67,2,1269.1,672,44,634.55
13434,74,2,534.24,300,9,267.12
13435,5,7,3809.8900000000003,2129,68,544.2700000000001
13436,2,1,196.89,76,12,196.89
13437,14,7,3408.06,1283,143,486.86571428571426
13439,255,1,283.71,242,54,283.71
13441,92,1,296.64,204,13,296.64
13447,23,3,1129.14,584,55,376.38000000000005
13448,17,6,3539.37,1660,137,589.895
13449,24,1,291.88,222,19,291.88
13450,27,6,2043.7199999999998,1982,32,340.61999999999995
13451,26,5,2976.15,2149,315,595.23
13452,259,2,590.0,2,1,295.0
13453,166,2,356.97999999999996,134,16,178.48999999999998
13455,25,2,1058.34,354,42,529.17
13456,18,6,1766.72,765,43,294.4533333333333
13458,7,14,9646.57,5508,242,689.0407142857142
13460,29,2,183.44,286,16,91.72
13461,39,3,1445.0,1170,14,481.6666666666667
13462,253,1,151.5,62,9,151.5
13464,58,1,674.68,403,41,674.68
13466,184,1,307.9,259,17,307.9
13467,11,2,1083.71,584,89,541.855
13468,2,37,5704.97,2589,184,154.1883783783784
13470,99,2,165.0,100,7,82.5
13471,1,4,2531.58,1590,214,632.895
13473,61,2,422.64,266,21,211.32
13474,236,1,229.59,132,59,229.59
13475,191,4,1431.78,1012,64,357.945
13476,179,2,1238.47,417,56,619.235
13477,38,6,1454.58,1021,57,242.42999999999998
13479,201,2,300.95,134,14,150.475
13481,46,5,1804.56,1142,98,360.912
13482,232,1,184.64,116,11,184.64
13483,66,1,140.34,160,10,140.34
13484,241,1,313.8,44,8,313.8
13485,233,1,454.24,277,23,454.24
13486,78,3,1122.41,669,69,374.1366666666667
13487,58,3,575.4,265,26,191.79999999999998
13488,17,13,8968.31,4518,271,689.87
13489,105,4,449.52,560,11,112.38
13491,52,10,1215.82,903,73,121.582
13492,136,3,1269.84,408,38,423.28
13493,275,2,618.63,380,6,309.315
13494,312,1,316.26000000000005,162,18,316.26000000000005
13495,8,5,2044.8700000000001,829,34,408.97400000000005
13496,11,2,653.33,341,28,326.665
13497,283,2,348.05,163,19,174.025
13499,18,5,1159.11,1365,31,231.82199999999997
13500,23,3,1166.77,609,60,388.92333333333335
13501,288,1,1340.32,560,52,1340.32
13502,17,3,292.0,264,17,97.33333333333333
13503,71,1,216.85,248,17,216.85
13504,64,1,295.93,178,22,295.93
13505,73,4,4393.63,2486,182,1098.4075
13506,316,2,458.52,324,26,229.26
13507,3,4,2479.16,1597,146,619.79
13508,244,1,110.97,24,12,110.97
13509,9,7,979.72,1106,27,139.96
13510,1,4,1791.56,1386,86,447.89
13512,261,1,251.21,143,15,251.21
13513,127,1,205.1,109,10,205.1
13514,74,1,152.20000000000002,40,4,152.20000000000002
13515,73,4,891.12,681,50,222.78
13516,21,3,1389.41,985,43,463.1366666666667
13517,60,3,2128.42,1369,125,709.4733333333334
13518,86,1,659.4399999999999,392,36,659.4399999999999
13519,78,1,122.75,23,8,122.75
13520,59,6,3624.35,1649,49,604.0583333333333
13521,1,3,1093.65,736,313,364.55
13522,30,1,125.80000000000001,44,5,125.80000000000001
13523,33,5,3964.88,1752,157,792.976
13524,41,5,680.1800000000001,324,17,136.036
13525,15,2,628.78,394,5,314.39
13527,34,7,2287.51,1692,153,326.7871428571429
13529,79,2,307.76,74,15,153.88
13531,205,2,483.8,174,17,241.9
13532,34,1,210.31,129,66,210.31
13533,183,3,270.79,204,61,90.26333333333334
13534,2,25,5870.08,2961,119,234.8032
13536,1,7,3448.29,2136,91,492.61285714285714
13538,43,7,1280.85,175,10,182.97857142857143
13539,86,3,631.34,320,35,210.4466666666667
13544,40,2,291.41,127,76,145.705
13546,12,3,626.99,359,72,208.99666666666667
13548,96,2,682.41,441,114,341.205
13549,26,7,918.2,458,37,131.17142857142858
13551,319,1,91.80000000000001,12,4,91.80000000000001
13552,66,12,3740.07,1417,82,311.6725
13555,74,4,4149.28,2660,128,1037.32
13557,28,2,584.06,546,31,292.03
13558,6,4,605.06,344,123,151.265
13560,7,1,174.37,64,32,174.37
13561,216,1,141.85999999999999,83,14,141.85999999999999
13562,82,3,1799.33,757,50,599.7766666666666
13563,84,2,777.53,209,49,388.765
13564,144,3,1749.02,661,68,583.0066666666667
13565,19,2,240.22,172,35,120.11
13566,41,2,874.71,575,134,437.355
13568,173,1,192.85,70,41,192.85
13569,17,2,373.75,164,73,186.875
13570,243,1,239.49,161,27,239.49
13571,13,12,2092.32,1759,157,174.36
13572,206,1,1384.25,534,32,1384.25
13573,50,2,294.4,303,24,147.2
13575,23,5,732.0699999999999,449,41,146.414
13576,10,18,6717.34,2646,78,373.18555555555554
13577,25,4,1687.6000000000001,791,61,421.90000000000003
13579,15,2,467.04,176,19,233.52
13581,309,1,118.0,30,10,118.0
13583,156,1,781.03,725,53,781.03
13584,307,1,142.4,37,24,142.4
13587,64,1,712.4,180,8,712.4
13588,16,9,2478.95,2606,131,275.43888888888887
13589,15,2,379.65,114,21,189.825
13590,11,6,1981.92,1848,70,330.32
13591,65,3,1117.13,485,56,372.3766666666667
13592,36,4,247.95999999999998,84,15,61.989999999999995
13593,108,5,2037.0800000000002,731,77,407.41600000000005
13594,53,1,396.97,359,26,396.97
13596,6,2,697.04,406,133,348.52
13598,47,1,180.17000000000002,58,33,180.17000000000002
13599,1,21,5153.67,3294,171,245.41285714285715
13600,312,1,219.52,324,19,219.52
13601,45,2,693.32,548,90,346.66
13602,65,1,428.89,267,23,428.89
13603,26,1,164.34,164,27,164.34
13606,29,3,280.53999999999996,279,40,93.51333333333332
13607,40,1,678.01,290,93,678.01
13610,12,7,1131.88,516,165,161.69714285714286
13611,89,3,1171.8,766,67,390.59999999999997
13614,24,4,1610.46,570,171,402.615
13615,319,1,417.69,189,23,417.69
13617,40,3,544.18,300,31,181.39333333333332
13618,174,1,177.34,246,13,177.34
13621,117,1,213.85,343,19,213.85
13623,31,5,747.78,294,75,149.55599999999998
13626,253,1,257.23,209,19,257.23
13627,59,5,1638.47,1269,84,327.694
13629,23,11,7792.36,4372,28,708.3963636363636
13630,5,7,2031.78,1391,51,290.2542857142857
13631,100,11,3070.42,467,6,279.1290909090909
13632,25,5,2121.27,1037,121,424.254
13634,33,5,1575.16,704,156,315.03200000000004
13635,68,1,1071.03,677,62,1071.03
13636,37,5,949.12,592,57,189.824
13637,52,3,810.5,409,79,270.1666666666667
13638,16,1,122.64,93,8,122.64
13639,74,1,1033.34,800,39,1033.34
13642,216,1,354.8,173,57,354.8
13643,31,3,519.44,273,24,173.14666666666668
13644,16,4,2624.26,2067,144,656.065
13645,120,1,252.1,158,5,252.1
13647,10,4,1678.1200000000001,895,65,419.53000000000003
13649,257,2,346.6,139,23,173.3
13650,17,6,1836.34,922,79,306.0566666666667
13651,35,2,94.2,33,6,47.1
13652,46,3,1095.08,578,48,365.02666666666664
13654,43,6,2707.33,2182,157,451.22166666666664
13655,114,2,932.97,605,52,466.485
13656,165,2,379.65,490,49,189.825
13657,11,2,382.14,209,16,191.07
13658,10,5,2639.17,1019,91,527.8340000000001
13659,206,2,1573.2,894,92,786.6
13662,86,3,897.76,543,50,299.25333333333333
13663,179,1,189.47,91,13,189.47
13666,60,3,84.65,41,12,28.21666666666667
13667,149,1,305.02,154,82,305.02
13668,3,21,6363.59,3742,284,303.02809523809526
13669,51,2,218.55,237,9,109.275
13670,75,1,349.7,282,25,349.7
13672,301,2,186.39000000000001,57,4,93.19500000000001
13673,19,2,396.92,119,47,198.46
13675,151,2,486.82000000000005,330,25,243.41000000000003
13678,152,1,232.6,924,16,232.6
13680,1,4,3722.42,1936,164,930.605
13681,18,4,827.83,360,37,206.9575
13682,187,1,59.5,10,3,59.5
13684,286,1,67.23,39,29,67.23
13685,3,7,3119.44,5056,29,445.63428571428574
13686,183,1,72.0,70,8,72.0
13689,63,1,910.0,512,6,910.0
13690,59,1,172.25,67,9,172.25
13692,25,3,1488.32,1226,48,496.1066666666666
13694,4,50,65039.62,63312,366,1300.7924
13695,31,15,2504.13,1603,46,166.942
13697,39,1,151.29999999999998,177,12,151.29999999999998
13699,155,1,308.58000000000004,66,14,308.58000000000004
13700,26,10,2265.12,2304,139,226.512
13703,318,1,99.5,10,1,99.5
13704,5,9,2308.06,1531,111,256.4511111111111
13705,8,3,711.86,363,25,237.28666666666666
13706,303,1,330.79,189,20,330.79
13707,267,2,806.41,351,48,403.205
13708,271,1,296.88,306,49,296.88
13709,4,13,6328.05,3516,244,486.7730769230769
13710,32,1,180.48,176,8,180.48
13711,219,2,252.06,140,11,126.03
13712,247,1,228.84,352,10,228.84
13715,281,5,1079.34,563,89,215.868
13716,269,1,138.28,138,21,138.28
13717,32,6,1445.01,1959,92,240.835
13718,246,2,306.55,173,9,153.275
13719,15,5,1041.68,609,56,208.336
13720,117,4,799.9,501,42,199.975
13721,36,1,524.14,316,28,524.14
13722,132,3,2375.41,1401,75,791.8033333333333
13723,217,1,199.85000000000002,43,6,199.85000000000002
13725,50,8,1980.56,806,95,247.57
13726,39,2,1079.6599999999999,1054,39,539.8299999999999
13727,29,2,333.48,162,19,166.74
13728,37,6,1016.14,458,38,169.35666666666665
13730,136,2,752.6,488,38,376.3
13731,219,2,610.59,278,36,305.295
13732,28,1,491.86,498,33,491.86
13735,25,4,2885.2400000000002,1130,158,721.3100000000001
13736,5,2,731.9,497,166,365.95
13737,200,1,339.59999999999997,125,29,339.59999999999997
13739,18,1,216.9,54,3,216.9
13740,241,1,350.75,425,23,350.75
13741,72,3,668.4300000000001,218,34,222.81000000000003
13742,17,12,3131.02,1124,200,260.91833333333335
13743,3,7,1341.6,1776,8,191.65714285714284
13744,95,2,1156.36,1249,54,578.18
13745,162,1,300.04,496,25,300.04
13747,374,1,79.6,8,1,79.6
13748,96,5,948.25,439,24,189.65
13750,54,5,1647.26,516,20,329.452
13751,288,1,296.25,152,9,296.25
13752,124,6,1186.28,876,64,197.71333333333334
13753,288,1,741.26,512,35,741.26
13754,152,2,282.59999999999997,214,11,141.29999999999998
13755,4,9,2161.35,1264,232,240.14999999999998
13756,2,14,5189.52,3188,66,370.68
13758,12,7,3190.55,1844,104,455.79285714285714
13759,33,2,659.4100000000001,287,24,329.70500000000004
13760,54,2,286.79,197,50,143.395
13761,50,2,1070.65,642,68,535.325
13762,219,1,306.72,272,7,306.72
13763,63,1,1714.96,728,15,1714.96
13764,71,3,1521.76,932,183,507.25333333333333
13767,2,37,17220.36,7322,55,465.41513513513513
13769,2,10,2796.51,1163,73,279.651
13771,64,4,2634.45,1477,114,658.6125
13772,34,3,1132.13,546,141,377.3766666666667
13774,82,1,345.0,192,22,345.0
13777,1,33,25977.16,12897,36,787.1866666666666
13778,103,1,178.7,70,9,178.7
13780,7,2,360.01,318,56,180.005
13781,251,1,127.84,30,17,127.84
13782,13,6,912.0,371,96,152.0
13784,10,11,2462.79,2493,9,223.89
13786,367,1,230.39999999999998,136,7,230.39999999999998
13787,76,2,309.04,337,24,154.52
13790,4,1,348.8,748,45,348.8
13791,128,2,1516.0,1200,7,758.0
13792,66,2,195.55,92,13,97.775
13798,1,57,37153.85,23948,113,651.8219298245614
13799,117,2,688.86,402,32,344.43
13800,310,1,558.32,331,33,558.32
13801,67,1,324.8,168,23,324.8
13802,139,3,4599.42,2572,55,1533.14
13803,255,1,277.07,121,17,277.07
13804,31,7,2635.79,1498,124,376.5414285714286
13805,52,2,924.6,1900,10,462.3
13806,64,1,256.38,56,10,256.38
13807,367,1,112.6,36,7,112.6
13808,6,5,1747.66,782,70,349.53200000000004
13809,305,1,155.05,29,11,155.05
13810,29,3,1499.01,312,32,499.67
13811,184,3,814.5,68,7,271.5
13812,42,3,539.0,333,33,179.66666666666666
13813,40,4,1366.8600000000001,552,54,341.71500000000003
13814,92,2,1579.12,864,37,789.56
13815,22,4,4027.36,2560,132,1006.84
13816,24,2,571.6700000000001,269,25,285.83500000000004
13817,29,2,382.98,211,20,191.49
13819,302,3,1140.35,1109,26,380.1166666666666
13821,145,2,385.64,153,51,192.82
13822,6,2,632.0,611,90,316.0
13823,19,2,957.66,439,39,478.83
13824,33,5,1698.94,768,34,339.788
13826,176,1,189.5,82,10,189.5
13827,58,3,412.05,141,83,137.35
13828,22,1,209.49,311,15,209.49
13831,16,6,2202.99,745,58,367.16499999999996
13832,19,1,52.199999999999996,28,3,52.199999999999996
13833,159,1,384.8,118,28,384.8
13835,25,4,834.57,442,48,208.6425
13837,212,2,271.24,183,17,135.62
13838,6,4,691.73,263,144,172.9325
13841,253,1,85.0,100,1,85.0
13842,59,9,3385.62,1768,155,376.18
13844,11,1,361.62,196,20,361.62
13845,65,1,312.98,182,9,312.98
13846,25,3,865.0600000000001,388,55,288.35333333333335
13848,92,3,1255.0,3700,3,418.3333333333333
13849,52,2,1537.95,1016,97,768.975
13850,129,1,1595.48,944,93,1595.48
13851,96,3,2651.46,1705,77,883.82
13853,57,1,1090.14,312,23,1090.14
13854,9,25,8109.5199999999995,2296,39,324.38079999999997
13856,169,3,388.5,494,10,129.5
13858,57,1,216.17,75,11,216.17
13859,326,1,201.16,129,27,201.16
13860,1,5,1245.9,591,58,249.18
13862,18,8,2209.36,1688,97,276.17
13863,248,1,305.78,224,20,305.78
13865,58,4,501.56,204,26,125.39
13866,74,1,145.67000000000002,57,7,145.67000000000002
13867,31,3,1015.29,513,51,338.43
13868,7,2,3192.54,1964,32,1596.27
13869,123,4,3104.95,1721,234,776.2375
13870,2,8,2770.94,1325,91,346.3675
13871,23,13,6403.25,2806,155,492.5576923076923
13873,120,3,389.6,140,21,129.86666666666667
13874,358,1,540.45,180,18,540.45
13875,54,5,1786.79,1316,79,357.358
13876,64,1,122.7,36,7,122.7
13877,86,1,117.24,108,3,117.24
13878,55,1,1281.53,475,35,1281.53
13880,21,13,3219.77,1842,125,247.67461538461538
13881,4,20,17159.52,10118,72,857.976
13882,3,5,1191.13,953,54,238.22600000000003
13883,11,5,2674.48,1436,108,534.896
13884,7,5,787.6,300,45,157.52
13885,189,2,506.8,182,28,253.4
13886,71,1,243.56,126,16,243.56
13887,204,1,349.55,147,19,349.55
13888,120,2,605.63,258,38,302.815
13889,93,1,416.90000000000003,146,15,416.90000000000003
13890,1,10,1883.8100000000002,831,74,188.38100000000003
13892,27,4,632.97,983,26,158.2425
13893,298,1,821.1,190,21,821.1
13894,24,3,564.62,354,25,188.20666666666668
13895,28,4,2593.07,1365,97,648.2675
13897,50,1,311.16,200,17,311.16
13898,326,1,155.93,133,12,155.93
13899,16,2,388.52,156,19,194.26
13900,183,3,740.95,430,42,246.98333333333335
13901,72,5,2867.2,1739,144,573.4399999999999
13904,37,2,332.64,332,24,166.32
13908,80,4,2369.55,1478,104,592.3875
13911,57,9,2580.91,2731,120,286.7677777777778
13914,12,2,626.45,380,28,313.225
13917,50,2,272.04,228,16,136.02
13918,50,2,1212.8400000000001,1140,30,606.4200000000001
13919,59,2,384.81,474,24,192.405
13922,352,1,172.25,93,7,172.25
13923,54,1,351.13,185,20,351.13
13924,2,6,1838.8500000000001,1575,90,306.475
13925,93,4,678.25,331,28,169.5625
13926,23,1,223.85000000000002,104,11,223.85000000000002
13927,75,1,348.99,214,21,348.99
13928,11,4,464.57,129,23,116.1425
13929,169,2,842.65,143,8,421.325
13930,58,2,337.34,274,15,168.67
13931,96,2,1237.53,725,56,618.765
13932,295,1,307.4,72,16,307.4
13933,109,2,608.7900000000001,205,23,304.39500000000004
13934,264,1,922.1,390,31,922.1
13936,180,1,376.58,330,26,376.58
13937,169,1,158.85,123,9,158.85
13938,35,1,71.66,70,7,71.66
13939,23,3,568.55,847,43,189.51666666666665
13940,17,4,839.14,516,39,209.785
13941,22,5,5112.96,2364,24,1022.592
13946,79,3,561.5699999999999,443,11,187.18999999999997
13947,65,1,90.6,44,5,90.6
13948,361,1,102.0,40,3,102.0
13949,3,6,2427.32,2474,124,404.55333333333334
13950,11,4,745.06,323,33,186.265
13951,176,3,674.45,459,38,224.8166666666667
13952,218,2,3251.071,1431,120,1625.5355
13953,7,7,3515.68,2724,8,502.23999999999995
13954,2,2,439.92,150,24,219.96
13955,154,2,322.96,154,33,161.48
13956,5,5,1026.42,491,123,205.28400000000002
13959,79,3,598.2,357,79,199.4
13960,21,2,230.22,142,11,115.11
13962,22,2,169.55,87,11,84.775
13963,308,4,664.54,460,35,166.135
13967,146,1,80.7,42,2,80.7
13969,7,18,9053.94,4542,334,502.99666666666667
13971,19,8,2758.26,1844,118,344.7825
13972,71,2,190.25,187,15,95.125
13973,287,1,264.7,109,11,264.7
13974,49,1,413.59000000000003,249,28,413.59000000000003
13975,31,6,2526.28,1732,240,421.0466666666667
13976,207,1,357.98,154,10,357.98
13978,15,2,196.79000000000002,315,14,98.39500000000001
13979,73,1,869.87,639,54,869.87
13980,60,1,200.14,172,11,200.14
13982,39,4,1871.81,1136,72,467.9525
13983,30,12,2603.43,1183,91,216.9525
13984,27,5,920.51,679,14,184.102
13985,4,15,7060.13,3445,108,470.67533333333336
13986,17,1,320.46,430,12,320.46
13988,20,6,4147.96,3044,188,691.3266666666667
13989,66,2,1266.08,1313,33,633.04
13990,213,1,311.3,190,16,311.3
13991,12,6,855.97,998,58,142.66166666666666
13992,30,1,76.8,64,5,76.8
13993,43,9,3466.36,900,66,385.1511111111111
13994,4,6,2313.14,940,122,385.5233333333333
13995,15,5,1393.69,879,55,278.738
13999,10,12,3901.81,2243,102,325.1508333333333
14000,211,1,635.66,710,15,635.66
14001,46,3,2043.0800000000002,962,34,681.0266666666668
14002,134,2,529.73,877,47,264.865
14004,43,7,4582.64,2668,102,654.6628571428572
14005,10,5,2874.72,2478,53,574.944
14006,116,3,962.19,641,22,320.73
14009,198,2,695.61,365,42,347.805
14012,278,1,328.8,160,11,328.8
14013,110,3,473.02,462,30,157.67333333333332
14014,77,1,505.18,1076,39,505.18
14015,53,1,917.34,378,20,917.34
14016,162,4,4341.21,2125,154,1085.3025
14019,47,3,1421.61,1037,37,473.86999999999995
14020,17,2,642.8,441,37,321.4
14021,155,3,631.9,192,22,210.63333333333333
14022,225,1,440.0,487,28,440.0
14023,7,2,584.07,345,30,292.035
14024,122,2,327.7,150,16,163.85
14027,61,1,104.82,62,6,104.82
14029,63,2,467.66,198,15,233.83
14030,18,8,2360.09,1479,210,295.01125
14031,7,19,17286.86,5788,119,909.8347368421053
14032,2,11,2975.59,2032,53,270.5081818181818
14034,22,3,651.8199999999999,423,82,217.2733333333333
14035,29,5,1428.02,739,41,285.604
14036,285,1,626.65,268,38,626.65
14037,176,2,147.20000000000002,46,27,73.60000000000001
14038,78,3,1560.38,965,64,520.1266666666667
14039,33,1,152.2,92,6,152.2
14040,41,12,3614.92,1554,146,301.24333333333334
14041,266,1,141.41,94,21,141.41
14044,27,4,652.82,308,165,163.205
14045,109,4,1659.75,535,4,414.9375
14046,284,1,154.99,460,14,154.99
14047,9,5,1308.6100000000001,381,22,261.72200000000004
14048,305,1,409.93,288,83,409.93
14049,17,4,5681.72,3870,348,1420.43
14050,32,2,746.36,689,49,373.18
14051,1,23,15610.390000000001,3756,52,678.7126086956522
14052,20,1,225.36,89,56,225.36
14053,124,2,260.25,215,2,130.125
14054,65,1,92.46,62,6,92.46
14055,106,1,725.6400000000001,216,10,725.6400000000001
14056,1,23,8214.65,4273,320,357.1586956521739
14057,24,17,6217.96,4876,179,365.76235294117646
14059,267,1,183.6,128,8,183.6
14060,5,19,6140.42,5386,86,323.18
14062,10,12,10464.85,5593,60,872.0708333333333
14064,29,5,1353.74,1788,59,270.748
14066,267,1,152.55,45,7,152.55
14067,64,2,374.7,361,51,187.35
14068,320,1,265.85,73,22,265.85
14071,4,8,1438.82,995,271,179.8525
14073,32,1,151.04,130,13,151.04
14075,5,3,942.26,754,33,314.08666666666664
14076,129,1,122.47,81,43,122.47
14077,41,5,499.41999999999996,268,33,99.88399999999999
14078,102,6,1049.37,310,46,174.89499999999998
14079,125,1,375.1,301,12,375.1
14080,33,1,45.599999999999994,48,4,45.599999999999994
14081,302,2,934.52,596,126,467.26
14082,365,1,182.25,110,28,182.25
14083,4,9,1018.43,732,162,113.15888888888888
14085,2,18,4448.54,3184,272,247.14111111111112
14087,3,1,194.42,251,61,194.42
14088,10,13,50491.81,12665,379,3883.9853846153846
14089,57,1,161.0,134,13,161.0
14090,325,1,76.32000000000001,72,1,76.32000000000001
14092,8,14,4076.91,2066,117,291.2078571428571
14093,12,1,442.85,406,95,442.85
14096,4,17,65164.79,16352,1119,3833.2229411764706
